"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","EE_RATIO","COOL_CAP_KW","COOL_CAP_BTU","PROD_CLASS_LABEL_EN","PROD_CLASS_LABEL_FR","HEAT_ELEMENT_LABEL_EN","HEAT_ELEMENT_LABEL_FR","VOLTAGE_LABEL_EN","VOLTAGE_LABEL_FR","ENERGUIDE_LABEL_EN","ENERGUIDE_LABEL_FR","REVERSE_CYCLES_LABEL_EN","REVERSE_CYCLES_LABEL_FR","AMPS"
15799344,"FFRS1022R1A","Frigidaire",10.4,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
15799349,"LT0816CER","LG",10.7,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
15799350,"LT1016CER","LG",10.7,2.87,9800,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
15799351,"LT1036CER","LG",10.7,2.87,9800,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.2
15799352,"US08D10C","Friedrich",10.7,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
15799353,"CP18G30B","Friedrich",11.9,5.563,19000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
15799354,"CP24G30B","Friedrich",10.4,7.027,24000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.6
15799355,"US10D10C","Friedrich",10.7,2.87,9800,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
15799356,"US10D30C","Friedrich",10.7,2.87,9800,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.2
15799964,"13-04684","Gree",10.5,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.2
15799974,"13-04780","Gree",10.8,4.099,14000,"casement-slider","fenêtres à battants ou coulissante","no electric heating elements","sans éléments électriques de chauffage","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",15
15823691,"861.10060","Kenmore",10.4,2.928,10000,"casement-slider","fenêtres à battants ou coulissante","no electric heating elements","sans éléments électriques de chauffage","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",8.5
15823709,"BG-101P","Comfort-Aire",10.06,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.8
15823710,"BG-103P","Comfort-Aire",10.06,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.1
15823711,"BG-123P","Comfort-Aire",10.5,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.3
15823712,"RAH-123M","Comfort-Aire",9.2,3.397,11600,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred with reverse cycle","à lames et avec cycle réversible","with a reverse cycle","à cycle réversible",5.5
15823713,"RAH-183M","Comfort-Aire",9,5.212,17800,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred with reverse cycle","à lames et avec cycle réversible","with a reverse cycle","à cycle réversible",8.5
15823714,"REG-253L","Comfort-Aire",9.4,7.32,25000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
15823715,"REG-253M","Comfort-Aire",9.4,7.32,25000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
15823716,"REG-81L","Comfort-Aire",9.8,2.342,8000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
15823717,"BGE-103M","Comfort-Aire",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
15823718,"RAD-283M","Comfort-Aire",8.5,8.345,28500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",16
15823719,"REG-183M","Comfort-Aire",9.7,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.1
15823720,"BGE-143M","Comfort-Aire",8.5,4.099,14000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",15
15823724,"BGE-123M","Comfort-Aire",9,3.514,12000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6
15823725,"REG-123M","Comfort-Aire",9.8,3.514,12000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
15823727,"RADS-151P","Comfort-Aire",11.8,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
15823728,"RADS-183P","Comfort-Aire",10.7,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.4
15823729,"REG-81M","Comfort-Aire",9.8,2.342,8000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
15823730,"BG-81P","Comfort-Aire",10.6,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
15823731,"BG-121P","Comfort-Aire",10.5,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.5
15823732,"RADS-61P","Comfort-Aire",12.1,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
15823733,"RADS-51P","Comfort-Aire",12.1,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4
