"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","EE_RATIO","COOL_CAP_KW","COOL_CAP_BTU","PROD_CLASS_LABEL_EN","PROD_CLASS_LABEL_FR","HEAT_ELEMENT_LABEL_EN","HEAT_ELEMENT_LABEL_FR","VOLTAGE_LABEL_EN","VOLTAGE_LABEL_FR","ENERGUIDE_LABEL_EN","ENERGUIDE_LABEL_FR","REVERSE_CYCLES_LABEL_EN","REVERSE_CYCLES_LABEL_FR","AMPS"
12592632,"LW6015ERY5","LG",11.5,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.9
12592633,"LT1035HNR","LG",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
12592634,"LT1235HNR","LG",9.8,3.279,11200,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.2
12592635,"UE08D11C","Friedrich",9.8,2.342,8000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
12592636,"UE10D33C","Friedrich",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
12592638,"CP05G10B","Friedrich",11.2,1.523,5200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.3
12592639,"LW1515ER","LG",11.2,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
12592640,"LW1815ER","LG",11.2,5.271,18000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.3
12592641,"DAC080MUB1GDB","Danby",10.9,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.5
12602022,"REG-81M","Comfort-Aire",10.9,2.342,8000,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.3
12602023,"REG-123M","Comfort-Aire",10.9,3.514,12000,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
12602024,"CD-101M","Comfort-Aire",10.4,2.928,10000,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",8.5
12602025,"BG-143M","Comfort-Aire",9.3,4.099,14000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.9
12602026,"BGE-103M","Comfort-Aire",9.6,2.928,10000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
12602027,"BGE-123M","Comfort-Aire",9.5,3.514,12000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
12602028,"BGE-143M","Comfort-Aire",9.3,4.099,14000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.9
12602030,"RG-51M","Comfort-Aire",11.1,1.464,5000,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4
12602031,"CD-81M","Comfort-Aire",10.9,2.342,8000,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",6.6
12602072,"CP05G10B","Friedrich",11.2,1.523,5200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.3
12602073,"EL24N35","Friedrich",9.4,6.881,23500,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.2
12602074,"EM18N34A","Friedrich",9.8,5.856,20000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.3
12602075,"EP08G11B","Friedrich",11.2,2.196,7500,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.3
12602076,"EP12G33B","Friedrich",11.3,3.514,12000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.8
12602077,"EP18G33B","Friedrich",11.2,5.271,18000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.2
12602078,"EP24G33B","Friedrich",9.8,6.735,23000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.6
12602079,"EQ08N11C","Friedrich",11,2.196,7500,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.1
12602080,"SM18N30A","Friedrich",9.8,5.856,20000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.3
12602081,"SM21N30C","Friedrich",9.8,6.003,20500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.3
12602082,"SQ08N10C","Friedrich",11.2,2.313,7900,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.4
12602083,"UE08D11C","Friedrich",9.8,2.342,8000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
12602084,"UE10D33C","Friedrich",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
12602085,"UE12D33C","Friedrich",9.8,3.279,11200,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.2
12602086,"WE10D33","Friedrich",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
12602087,"WE12D33","Friedrich",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
12602088,"WE15D33","Friedrich",9.4,4.334,14800,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.1
12602089,"WS08D10","Friedrich",10.4,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.4
12602090,"WS10D10","Friedrich",9.8,2.84,9700,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8
12602091,"WS10D30","Friedrich",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
12602092,"WS12D10","Friedrich",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.8
12602093,"WS12D30","Friedrich",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
12602094,"WS15D30","Friedrich",9.4,4.334,14800,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.1
12602095,"WY09D33","Friedrich",9.8,2.635,9000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred with reverse cycle","sans lames et avec cycle réversible","with a reverse cycle","à cycle réversible",4.4
12602096,"WY12D33","Friedrich",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred with reverse cycle","sans lames et avec cycle réversible","with a reverse cycle","à cycle réversible",5.4
12772371,"US10D30B-A","Friedrich",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
12772372,"GJC06BK-A3RNF2K","Gree",11.2,1.772,6050,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772373,"GJC05BT-A3MNE1A","Gree",11.4,1.523,5200,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772374,"GJC05BT-A3MNG1A","Gree",11.4,1.523,5200,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772375,"GJC05BT-A3RNE1A","Gree",11.4,1.523,5200,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772376,"GJC05BT-A3MNF1A","Gree",11.4,1.523,5200,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772377,"GJC05BT-A3MND1A","Gree",11.4,1.523,5200,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772378,"GJC05BT-A3RND1A","Gree",11.4,1.523,5200,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772379,"043-5493-4","Garrison",10.5,2.342,8000,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
12772380,"043-5491-8","Garrison",11.3,2.342,8000,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
12772381,"043-6133-6","Garrison",11.3,3.514,12000,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
12772382,"GJC08BL-A3RNF2K","Gree",11.6,2.489,8500,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
12772383,"GJC10BL-A3RNF2K","Gree",11.3,2.972,10150,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
13201538,"REG-183","Comfort-Aire",10.7,5.417,18500,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.7
13201539,"REG-253M","Comfort-Aire",9.4,7.32,25000,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.3
13201540,"REG-183M","Comfort-Aire",10.7,5.417,18500,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.7
13229149,"RAD-283M","Comfort-Aire",9,8.199,28000,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",13.8
13232956,"DAC050MCB3*","Danby",11.2,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4
13347871,"RG-51L","Comfort-Aire",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.8
13347872,"RG-51M","Comfort-Aire",11.1,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4
13347873,"RADS-253L","Comfort-Aire",9.8,7.32,25000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
13347874,"RADS-253M","Comfort-Aire",9.8,7.32,25000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.3
13347875,"RADS-183L","Comfort-Aire",11.2,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.9
13347876,"RADS-183M","Comfort-Aire",11.2,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.3
13347877,"RADS-151L","Comfort-Aire",11.2,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
13347878,"RADS-151M","Comfort-Aire",11.2,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.7
13347879,"RADS-121M","Comfort-Aire",11.3,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.4
13347880,"RADS-101M","Comfort-Aire",11.3,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
13347881,"RADS-81M","Comfort-Aire",11.3,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.2
13347884,"CD-101M","Comfort-Aire",10.4,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
13347885,"BG-81L","Comfort-Aire",9.8,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
13347886,"BG-81M","Comfort-Aire",9.8,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
13347888,"BG-143M","Comfort-Aire",9.3,4.099,14000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.9
13347891,"BG-103L","Comfort-Aire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
13347892,"BG-103M","Comfort-Aire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
13347893,"BG-101L","Comfort-Aire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.8
13347894,"BG-101M","Comfort-Aire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.8
13347895,"BG-121M","Comfort-Aire",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.5
13347896,"RADS-61L","Comfort-Aire",9.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.4
13347897,"RADS-61M","Comfort-Aire",11.2,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
13347899,"RADS-51M","Comfort-Aire",11.2,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4
13347901,"BGE-143L","Comfort-Aire",8.5,4.099,14000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",15
13347904,"RAD-283L","Comfort-Aire",8.5,8.345,28500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",16
13455056,"FFTA0833Q1","Frigidaire",9.8,2.342,8000,"non-louvered","appareils à évents sans lame","-","-","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
13455057,"FFTA1033Q1","Frigidaire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","-","-","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.8
13455058,"FFTA1233Q1","Frigidaire",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","-","-","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.5
13455059,"FFTA1033Q2","Frigidaire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
13455060,"FFTA1233Q2","Frigidaire",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
13455061,"FFTA1422R2","Frigidaire",9.3,4.099,14000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.9
13967945,"MWDUW2-08ERN1-BCI6","True Possession",9.6,2.342,8000,"non-louvered","appareils à évents sans lame","-","-","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
13967946,"MWDUW2-10ERN1-MCI6","True Possession",9.6,2.928,10000,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
14084501,"3PNC8000","Perfect Aire",10.9,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.5
14084502,"3PNC10000","Perfect Aire",10.9,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8
14084503,"3PNC12000","Perfect Aire",10.9,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.5
14084504,"3PES5000","Perfect Aire",11.2,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4
14084505,"3PAC6000","Perfect Aire",11.2,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
14084506,"3PAC8000","Perfect Aire",11.3,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.2
14084507,"3PAC10000","Perfect Aire",11.3,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
14084508,"3PAC12000","Perfect Aire",11.3,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.4
14084509,"3PAC12002","Perfect Aire",11.3,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
14084510,"3PAC15000","Perfect Aire",11.2,4.421,15100,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.7
14084511,"3PAC18000","Perfect Aire",11.2,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.3
14084512,"3PAC25000","Perfect Aire",9.8,7.32,25000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.3
14084513,"3PNC6000","Perfect Aire",11.2,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
14084514,"3PATW8000","Perfect Aire",9.8,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.8
14084515,"3PATW10000","Perfect Aire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.8
14084516,"3PATW10002","Perfect Aire",9.8,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
14084517,"3PATW12000","Perfect Aire",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.5
14084518,"3PATW12002","Perfect Aire",9.8,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
14084519,"3PNC5000","Perfect Aire",11.1,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4
14084520,"3PNC28000","Perfect Aire",9,8.199,28000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",13.8
14084521,"3PASC10000","Perfect Aire",10.4,2.928,10000,"casement-slider","fenêtres à battants ou coulissante","no electric heating elements","sans éléments électriques de chauffage","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",8.5
14084522,"3PACH8000","Perfect Aire",10.9,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.3
14084523,"3PACH12000","Perfect Aire",10.9,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
14084524,"3PACH18000","Perfect Aire",10.7,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.7
14084525,"3PACH25000","Perfect Aire",9.4,7.32,25000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.3
14084526,"3PNC18000","Perfect Aire",10.7,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.7
